,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score,movie_titleO,combined
117,Francis Lawrence,Alice Braga,Drama Horror Sci-Fi,Will Smith,i am legend,Willow Smith,7.2,I Am Legend,Francis Lawrence Alice Braga Will Smith Drama Horror Sci-Fi Willow Smith
118,Tim Burton,Christopher Lee,Adventure Comedy Family Fantasy,Johnny Depp,charlie and the chocolate factory,David Kelly,6.7,Charlie and the Chocolate Factory,Tim Burton Christopher Lee Johnny Depp Adventure Comedy Family Fantasy David Kelly
119,Brad Bird,John Ratzenberger,Animation Comedy Family Fantasy,Janeane Garofalo,ratatouille,Brian Dennehy,8.0,Ratatouille,Brad Bird John Ratzenberger Janeane Garofalo Animation Comedy Family Fantasy Brian Dennehy
120,Christopher Nolan,Liam Neeson,Action Adventure,Christian Bale,batman begins,Morgan Freeman,8.3,Batman Begins,Christopher Nolan Liam Neeson Christian Bale Action Adventure Morgan Freeman
121,Eric Darnell,Jada Pinkett Smith,Action Adventure Animation Comedy Family,Bernie Mac,madagascar: escape 2 africa,Cedric the Entertainer,6.7,Madagascar: Escape 2 Africa,Eric Darnell Jada Pinkett Smith Bernie Mac Action Adventure Animation Comedy Family Cedric the Entertainer
122,Shawn Levy,Rami Malek,Adventure Comedy Family Fantasy,Robin Williams,night at the museum: battle of the smithsonian,Steve Coogan,5.9,Night at the Museum: Battle of the Smithsonian,Shawn Levy Rami Malek Robin Williams Adventure Comedy Family Fantasy Steve Coogan
123,Gavin Hood,Ryan Reynolds,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,x-men origins: wolverine,Dominic Monaghan,6.7,X-Men Origins: Wolverine,Gavin Hood Ryan Reynolds Hugh Jackman Action Adventure Fantasy Sci-Fi Thriller Dominic Monaghan
124,Lana Wachowski,Collin Chou,Action Sci-Fi,Essie Davis,the matrix revolutions,Nona Gaye,6.7,The Matrix Revolutions,Lana Wachowski Collin Chou Essie Davis Action Sci-Fi Nona Gaye
125,Chris Buck,Maurice LaMarche,Adventure Animation Comedy Family Fantasy Musical,Josh Gad,frozen,Livvy Stubenrauch,7.6,Frozen,Chris Buck Maurice LaMarche Josh Gad Adventure Animation Comedy Family Fantasy Musical Livvy Stubenrauch
126,Lana Wachowski,Daniel Bernhardt,Action Sci-Fi,Steve Bastoni,the matrix reloaded,Helmut Bakaitis,7.2,The Matrix Reloaded,Lana Wachowski Daniel Bernhardt Steve Bastoni Action Sci-Fi Helmut Bakaitis
127,Alan Taylor,Natalie Portman,Action Adventure Fantasy,Chris Hemsworth,thor: the dark world,Anthony Hopkins,7.1,Thor: The Dark World,Alan Taylor Natalie Portman Chris Hemsworth Action Adventure Fantasy Anthony Hopkins
128,George Miller,Charlize Theron,Action Adventure Sci-Fi Thriller,Tom Hardy,mad max: fury road,Zoë Kravitz,8.1,Mad Max: Fury Road,George Miller Charlize Theron Tom Hardy Action Adventure Sci-Fi Thriller Zoë Kravitz
129,Ron Howard,Ayelet Zurer,Mystery Thriller,Tom Hanks,angels & demons,Armin Mueller-Stahl,6.7,Angels & Demons,Ron Howard Ayelet Zurer Tom Hanks Mystery Thriller Armin Mueller-Stahl
130,Kenneth Branagh,Natalie Portman,Action Adventure Fantasy,Chris Hemsworth,thor,Anthony Hopkins,7.0,Thor,Kenneth Branagh Natalie Portman Chris Hemsworth Action Adventure Fantasy Anthony Hopkins
131,Byron Howard,Diedrich Bader,Adventure Animation Comedy Drama Family,Chloë Grace Moretz,bolt,James Lipton,6.9,Bolt,Byron Howard Diedrich Bader Chloë Grace Moretz Adventure Animation Comedy Drama Family James Lipton
132,Hoyt Yeatman,Piper Mackenzie Harris,Action Adventure Animation Comedy Family Fantasy Sci-Fi,Kelli Garner,g-force,Niecy Nash,5.1,G-Force,Hoyt Yeatman Piper Mackenzie Harris Kelli Garner Action Adventure Animation Comedy Family Fantasy Sci-Fi Niecy Nash
133,Jonathan Liebesman,Edgar Ramírez,Action Adventure Fantasy,Liam Neeson,wrath of the titans,Lily James,5.8,Wrath of the Titans,Jonathan Liebesman Edgar Ramírez Liam Neeson Action Adventure Fantasy Lily James
134,Tim Burton,Chloë Grace Moretz,Comedy Fantasy Horror,Johnny Depp,dark shadows,Christopher Lee,6.2,Dark Shadows,Tim Burton Chloë Grace Moretz Johnny Depp Comedy Fantasy Horror Christopher Lee
135,Christopher McQuarrie,Jeremy Renner,Action Adventure Thriller,Tom Cruise,mission: impossible - rogue nation,Sean Harris,7.4,Mission: Impossible - Rogue Nation,Christopher McQuarrie Jeremy Renner Tom Cruise Action Adventure Thriller Sean Harris
136,Joe Johnston,Simon Merrells,Drama Fantasy Horror Thriller,Anthony Hopkins,the wolfman,Art Malik,5.8,The Wolfman,Joe Johnston Simon Merrells Anthony Hopkins Drama Fantasy Horror Thriller Art Malik
138,Steve Hickner,Oprah Winfrey,Adventure Animation Comedy Family,Matthew Broderick,bee movie,Rip Torn,6.2,Bee Movie,Steve Hickner Oprah Winfrey Matthew Broderick Adventure Animation Comedy Family Rip Torn
139,Jennifer Yuh Nelson,Gary Oldman,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,kung fu panda 2,Mike Bell,7.3,Kung Fu Panda 2,Jennifer Yuh Nelson Gary Oldman Angelina Jolie Pitt Action Adventure Animation Comedy Family Mike Bell
140,M. Night Shyamalan,Noah Ringer,Action Adventure Family Fantasy,Seychelle Gabriel,the last airbender,Aasif Mandvi,4.2,The Last Airbender,M. Night Shyamalan Noah Ringer Seychelle Gabriel Action Adventure Family Fantasy Aasif Mandvi
141,J.J. Abrams,Tom Cruise,Action Adventure Thriller,Philip Seymour Hoffman,mission: impossible iii,Eddie Marsan,6.9,Mission: Impossible III,J.J. Abrams Tom Cruise Philip Seymour Hoffman Action Adventure Thriller Eddie Marsan
142,Roland Emmerich,Jake Weber,Action Drama Thriller,Channing Tatum,white house down,Matt Craven,6.4,White House Down,Roland Emmerich Jake Weber Channing Tatum Action Drama Thriller Matt Craven
143,Simon Wells,Dan Fogler,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois,mars needs moms,Tom Everett Scott,5.4,Mars Needs Moms,Simon Wells Dan Fogler Elisabeth Harnois Action Adventure Animation Comedy Family Sci-Fi Tom Everett Scott
144,David Bowers,Kate Winslet,Adventure Animation Comedy Family,Hugh Jackman,flushed away,David Suchet,6.7,Flushed Away,David Bowers Kate Winslet Hugh Jackman Adventure Animation Comedy Family David Suchet
145,Joe Wright,Cara Delevingne,Adventure Family Fantasy,Hugh Jackman,pan,Nonso Anozie,5.8,Pan,Joe Wright Cara Delevingne Hugh Jackman Adventure Family Fantasy Nonso Anozie
146,Rob Minkoff,Zach Callison,Adventure Animation Comedy Family Sci-Fi,Ty Burrell,mr. peabody & sherman,Karan Brar,6.9,Mr. Peabody & Sherman,Rob Minkoff Zach Callison Ty Burrell Adventure Animation Comedy Family Sci-Fi Karan Brar
147,Wolfgang Petersen,Orlando Bloom,Adventure,Brad Pitt,troy,Julian Glover,7.2,Troy,Wolfgang Petersen Orlando Bloom Brad Pitt Adventure Julian Glover
148,Eric Darnell,Martin Short,Adventure Animation Comedy Family,Jada Pinkett Smith,madagascar 3: europe's most wanted,Cedric the Entertainer,6.9,Madagascar 3: Europe's Most Wanted,Eric Darnell Martin Short Jada Pinkett Smith Adventure Animation Comedy Family Cedric the Entertainer
149,Lee Tamahori,Colin Salmon,Action Adventure Thriller,Toby Stephens,die another day,Rick Yune,6.1,Die Another Day,Lee Tamahori Colin Salmon Toby Stephens Action Adventure Thriller Rick Yune
150,Paul Feig,Kate McKinnon,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,ghostbusters,Zach Woods,5.5,Ghostbusters,Paul Feig Kate McKinnon Ed Begley Jr. Action Comedy Fantasy Sci-Fi Zach Woods
151,Michael Bay,Steve Buscemi,Action Adventure Sci-Fi Thriller,Bruce Willis,armageddon,Will Patton,6.6,Armageddon,Michael Bay Steve Buscemi Bruce Willis Action Adventure Sci-Fi Thriller Will Patton
152,Barry Sonnenfeld,Rosario Dawson,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,men in black ii,Rip Torn,6.1,Men in Black II,Barry Sonnenfeld Rosario Dawson Will Smith Action Adventure Comedy Family Fantasy Mystery Sci-Fi Rip Torn
153,Robert Zemeckis,Anthony Hopkins,Action Adventure Animation Fantasy,Robin Wright,beowulf,Sebastian Roché,6.3,Beowulf,Robert Zemeckis Anthony Hopkins Robin Wright Action Adventure Animation Fantasy Sebastian Roché
154,Alessandro Carloni,Angelina Jolie Pitt,Action Adventure Animation Comedy Family,J.K. Simmons,kung fu panda 3,Wayne Knight,7.2,Kung Fu Panda 3,Alessandro Carloni Angelina Jolie Pitt J.K. Simmons Action Adventure Animation Comedy Family Wayne Knight
155,Brad Bird,Jeremy Renner,Action Adventure Thriller,Tom Cruise,mission: impossible - ghost protocol,Michael Nyqvist,7.4,Mission: Impossible - Ghost Protocol,Brad Bird Jeremy Renner Tom Cruise Action Adventure Thriller Michael Nyqvist
156,Peter Ramsey,Kamil McFadden,Adventure Animation Family Fantasy,Hugh Jackman,rise of the guardians,Khamani Griffin,7.3,Rise of the Guardians,Peter Ramsey Kamil McFadden Hugh Jackman Adventure Animation Family Fantasy Khamani Griffin
157,Dean Parisot,Richard Burgi,Comedy Crime,John Michael Higgins,fun with dick and jane,David Herman,6.1,Fun with Dick and Jane,Dean Parisot Richard Burgi John Michael Higgins Comedy Crime David Herman
158,Edward Zwick,Tony Goldwyn,Action Drama History War,Tom Cruise,the last samurai,Chad Lindberg,7.7,The Last Samurai,Edward Zwick Tony Goldwyn Tom Cruise Action Drama History War Chad Lindberg
159,Ridley Scott,María Valverde,Action Adventure Drama,Christian Bale,exodus: gods and kings,Ben Mendelsohn,6.1,Exodus: Gods and Kings,Ridley Scott María Valverde Christian Bale Action Adventure Drama Ben Mendelsohn
160,J.J. Abrams,Leonard Nimoy,Action Adventure Sci-Fi,Chris Hemsworth,star trek,Bruce Greenwood,8.0,Star Trek,J.J. Abrams Leonard Nimoy Chris Hemsworth Action Adventure Sci-Fi Bruce Greenwood
161,Sam Raimi,James Franco,Action Adventure Fantasy Romance,J.K. Simmons,spider-man,Kirsten Dunst,7.3,Spider-Man,Sam Raimi James Franco J.K. Simmons Action Adventure Fantasy Romance Kirsten Dunst
162,Dean DeBlois,Djimon Hounsou,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,how to train your dragon 2,America Ferrera,7.9,How to Train Your Dragon 2,Dean DeBlois Djimon Hounsou Gerard Butler Action Adventure Animation Comedy Family Fantasy America Ferrera
163,Alex Proyas,Elodie Yung,Action Adventure Fantasy,Gerard Butler,gods of egypt,Bryan Brown,5.5,Gods of Egypt,Alex Proyas Elodie Yung Gerard Butler Action Adventure Fantasy Bryan Brown
164,Rob Cohen,Joe Morton,Action Adventure Sci-Fi Thriller,Sam Shepard,stealth,Richard Roxburgh,5.0,Stealth,Rob Cohen Joe Morton Sam Shepard Action Adventure Sci-Fi Thriller Richard Roxburgh
165,Zack Snyder,Billy Crudup,Action Drama Mystery Sci-Fi,Matt Frewer,watchmen,Stephen McHattie,7.7,Watchmen,Zack Snyder Billy Crudup Matt Frewer Action Drama Mystery Sci-Fi Stephen McHattie
166,Richard Donner,Rene Russo,Action Crime Thriller,Jet Li,lethal weapon 4,Darlene Love,6.6,Lethal Weapon 4,Richard Donner Rene Russo Jet Li Action Crime Thriller Darlene Love
167,Ang Lee,Regi Davis,Action Sci-Fi,Kevin Rankin,hulk,Celia Weston,5.7,Hulk,Ang Lee Regi Davis Kevin Rankin Action Sci-Fi Celia Weston
168,Jon M. Chu,Dwayne Johnson,Action Adventure Sci-Fi Thriller,Channing Tatum,g.i. joe: retaliation,Elodie Yung,5.8,G.I. Joe: Retaliation,Jon M. Chu Dwayne Johnson Channing Tatum Action Adventure Sci-Fi Thriller Elodie Yung
169,Breck Eisner,Rainn Wilson,Action Adventure Comedy Thriller,Matthew McConaughey,sahara,Delroy Lindo,6.0,Sahara,Breck Eisner Rainn Wilson Matthew McConaughey Action Adventure Comedy Thriller Delroy Lindo
170,Hironobu Sakaguchi,Ming-Na Wen,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,final fantasy: the spirits within,Jean Simmons,6.4,Final Fantasy: The Spirits Within,Hironobu Sakaguchi Ming-Na Wen Steve Buscemi Action Adventure Animation Fantasy Romance Sci-Fi Jean Simmons
171,Joe Johnston,Dominic Cooper,Action Adventure Sci-Fi,Chris Evans,captain america: the first avenger,Hayley Atwell,6.9,Captain America: The First Avenger,Joe Johnston Dominic Cooper Chris Evans Action Adventure Sci-Fi Hayley Atwell
172,Michael Apted,Maria Grazia Cucinotta,Action Adventure Thriller,Colin Salmon,the world is not enough,Desmond Llewelyn,6.4,The World Is Not Enough,Michael Apted Maria Grazia Cucinotta Colin Salmon Action Adventure Thriller Desmond Llewelyn
173,Peter Weir,Lee Ingleby,Action Adventure Drama History War,James D'Arcy,master and commander: the far side of the world,David Threlfall,7.4,Master and Commander: The Far Side of the World,Peter Weir Lee Ingleby James D'Arcy Action Adventure Drama History War David Threlfall
174,Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,the twilight saga: breaking dawn - part 2,Taylor Lautner,5.5,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon Kristen Stewart Robert Pattinson Adventure Drama Fantasy Romance Taylor Lautner
175,George Miller,Brad Pitt,Animation Comedy Family Musical,Robin Williams,happy feet 2,Common,5.9,Happy Feet 2,George Miller Brad Pitt Robin Williams Animation Comedy Family Musical Common
176,Louis Leterrier,Peter Mensah,Action Adventure Sci-Fi,Ty Burrell,the incredible hulk,William Hurt,6.8,The Incredible Hulk,Louis Leterrier Peter Mensah Ty Burrell Action Adventure Sci-Fi William Hurt
178,Steven Spielberg,Penelope Wilton,Adventure Family Fantasy,Mark Rylance,the bfg,Rafe Spall,6.8,The BFG,Steven Spielberg Penelope Wilton Mark Rylance Adventure Family Fantasy Rafe Spall
179,Alejandro G. Iñárritu,Tom Hardy,Adventure Drama Thriller Western,Leonardo DiCaprio,the revenant,Lukas Haas,8.1,The Revenant,Alejandro G. Iñárritu Tom Hardy Leonardo DiCaprio Adventure Drama Thriller Western Lukas Haas
180,David Soren,Snoop Dogg,Adventure Animation Comedy Family Sport,Ryan Reynolds,turbo,Ben Schwartz,6.5,Turbo,David Soren Snoop Dogg Ryan Reynolds Adventure Animation Comedy Family Sport Ben Schwartz
181,Gore Verbinski,Ray Winstone,Adventure Animation Comedy Family Western,Johnny Depp,rango,Stephen Root,7.2,Rango,Gore Verbinski Ray Winstone Johnny Depp Adventure Animation Comedy Family Western Stephen Root
182,Eric Darnell,Annet Mahendru,Adventure Animation Comedy Family,Benedict Cumberbatch,penguins of madagascar,Andy Richter,6.7,Penguins of Madagascar,Eric Darnell Annet Mahendru Benedict Cumberbatch Adventure Animation Comedy Family Andy Richter
183,Paul Greengrass,Edgar Ramírez,Action Mystery Thriller,Matt Damon,the bourne ultimatum,Albert Finney,8.1,The Bourne Ultimatum,Paul Greengrass Edgar Ramírez Matt Damon Action Mystery Thriller Albert Finney
184,Mark Osborne,Wayne Knight,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,kung fu panda,Dan Fogler,7.6,Kung Fu Panda,Mark Osborne Wayne Knight Angelina Jolie Pitt Action Adventure Animation Comedy Family Dan Fogler
185,Peyton Reed,Hayley Atwell,Action Adventure Comedy Sci-Fi,Judy Greer,ant-man,T.I.,7.4,Ant-Man,Peyton Reed Hayley Atwell Judy Greer Action Adventure Comedy Sci-Fi T.I.
186,Francis Lawrence,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence,the hunger games: catching fire,Sandra Ellis Lafferty,7.6,The Hunger Games: Catching Fire,Francis Lawrence Josh Hutcherson Jennifer Lawrence Adventure Sci-Fi Thriller Sandra Ellis Lafferty
188,Tim Johnson,Matt Jones,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,home,April Winchell,6.7,Home,Tim Johnson Matt Jones Jim Parsons Adventure Animation Comedy Family Fantasy Sci-Fi April Winchell
189,Steven Spielberg,Lisa Ann Walter,Adventure Sci-Fi Thriller,Tom Cruise,war of the worlds,Rick Gonzalez,6.5,War of the Worlds,Steven Spielberg Lisa Ann Walter Tom Cruise Adventure Sci-Fi Thriller Rick Gonzalez
190,Michael Bay,Henry Rollins,Action Comedy Crime Thriller,Will Smith,bad boys ii,Jordi Mollà,6.6,Bad Boys II,Michael Bay Henry Rollins Will Smith Action Comedy Crime Thriller Jordi Mollà
191,Chris Miller,Constance Marie,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,puss in boots,Amy Sedaris,6.7,Puss in Boots,Chris Miller Constance Marie Salma Hayek Action Adventure Animation Comedy Family Fantasy Amy Sedaris
192,Phillip Noyce,Andre Braugher,Action Crime Mystery Thriller,Angelina Jolie Pitt,salt,August Diehl,6.4,Salt,Phillip Noyce Andre Braugher Angelina Jolie Pitt Action Crime Mystery Thriller August Diehl
193,Darren Aronofsky,Emma Watson,Action Adventure Drama,Anthony Hopkins,noah,Logan Lerman,5.8,Noah,Darren Aronofsky Emma Watson Anthony Hopkins Action Adventure Drama Logan Lerman
194,Steven Spielberg,Mackenzie Crook,Action Adventure Family Mystery,Toby Jones,the adventures of tintin,Tony Curran,7.4,The Adventures of Tintin,Steven Spielberg Mackenzie Crook Toby Jones Action Adventure Family Mystery Tony Curran
195,Alfonso Cuarón,Gary Oldman,Adventure Family Fantasy Mystery,Daniel Radcliffe,harry potter and the prisoner of azkaban,Rupert Grint,7.8,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón Gary Oldman Daniel Radcliffe Adventure Family Fantasy Mystery Rupert Grint
196,Baz Luhrmann,Bryan Brown,Adventure Drama Romance War,Essie Davis,australia,Eddie Baroo,6.6,Australia,Baz Luhrmann Bryan Brown Essie Davis Adventure Drama Romance War Eddie Baroo
197,M. Night Shyamalan,Zoë Kravitz,Action Adventure Sci-Fi,Will Smith,after earth,Glenn Morshower,4.9,After Earth,M. Night Shyamalan Zoë Kravitz Will Smith Action Adventure Sci-Fi Glenn Morshower
198,Eric Leighton,D.B. Sweeney,Adventure Animation Family Thriller,Alfre Woodard,dinosaur,Della Reese,6.5,Dinosaur,Eric Leighton D.B. Sweeney Alfre Woodard Adventure Animation Family Thriller Della Reese
199,Matt Birch,Dave Legeno,Action Fantasy,Rupert Grint,harry potter and the deathly hallows: part ii,Ralph Ineson,7.5,Harry Potter and the Deathly Hallows: Part II,Matt Birch Dave Legeno Rupert Grint Action Fantasy Ralph Ineson
200,Shawn Levy,Rami Malek,Adventure Comedy Family Fantasy,Robin Williams,night at the museum: secret of the tomb,Steve Coogan,6.2,Night at the Museum: Secret of the Tomb,Shawn Levy Rami Malek Robin Williams Adventure Comedy Family Fantasy Steve Coogan
201,Tom McGrath,Brad Pitt,Action Animation Comedy Family Sci-Fi,J.K. Simmons,megamind,Will Ferrell,7.3,Megamind,Tom McGrath Brad Pitt J.K. Simmons Action Animation Comedy Family Sci-Fi Will Ferrell
202,Chris Columbus,Fiona Shaw,Adventure Family Fantasy,Daniel Radcliffe,harry potter and the sorcerer's stone,Verne Troyer,7.5,Harry Potter and the Sorcerer's Stone,Chris Columbus Fiona Shaw Daniel Radcliffe Adventure Family Fantasy Verne Troyer
203,Robert Schwentke,Jeff Bridges,Action Comedy Fantasy,Ryan Reynolds,r.i.p.d.,Stephanie Szostak,5.6,R.I.P.D.,Robert Schwentke Jeff Bridges Ryan Reynolds Action Comedy Fantasy Stephanie Szostak
205,Gore Verbinski,Orlando Bloom,Action Adventure Fantasy,Johnny Depp,pirates of the caribbean: the curse of the black pearl,Jack Davenport,8.1,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski Orlando Bloom Johnny Depp Action Adventure Fantasy Jack Davenport
206,Matt Birch,Toby Jones,Fantasy,Rupert Grint,harry potter and the deathly hallows: part i,Alfred Enoch,6.4,Harry Potter and the Deathly Hallows: Part I,Matt Birch Toby Jones Rupert Grint Fantasy Alfred Enoch
207,Francis Lawrence,Philip Seymour Hoffman,Adventure Sci-Fi Thriller,Jennifer Lawrence,the hunger games: mockingjay - part 1,Josh Hutcherson,6.7,The Hunger Games: Mockingjay - Part 1,Francis Lawrence Philip Seymour Hoffman Jennifer Lawrence Adventure Sci-Fi Thriller Josh Hutcherson
208,Ron Howard,Seth Gabel,Mystery Thriller,Tom Hanks,the da vinci code,Jürgen Prochnow,6.6,The Da Vinci Code,Ron Howard Seth Gabel Tom Hanks Mystery Thriller Jürgen Prochnow
209,Carlos Saldanha,Rachel Crow,Adventure Animation Comedy Family Musical,Miguel Ferrer,rio 2,Jeffrey Garcia,6.4,Rio 2,Carlos Saldanha Rachel Crow Miguel Ferrer Adventure Animation Comedy Family Musical Jeffrey Garcia
210,Bryan Singer,Bruce Davison,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,x-men 2,Aaron Stanford,7.5,X-Men 2,Bryan Singer Bruce Davison Hugh Jackman Action Adventure Fantasy Sci-Fi Thriller Aaron Stanford
